candidate,selected,selection_rank,candidate_subset_size,marginal_relevance,candidate_proxy_leakage,subset_merit,mean_feature_relevance,mean_feature_redundancy,mean_proxy_leakage,max_proxy_leakage,fairness_penalty,score,runtime_elapsed_seconds
marital-status,False,,3,0.04100462100626891,0.004559479765719618,0.12000755650429308,0.07057679934154376,0.01879763938469721,0.00839420187269399,0.017887781789631838,0.5,0.11581045556794609,1.5633759498596191
birthplace,False,,3,0.02471550477545613,0.0021020496733772376,0.10932836717708079,0.06514709393127284,0.03261774343260673,0.007575058508579864,0.017887781789631838,0.5,0.10554083792279086,1.5633759498596191
class-worker,False,,3,0.0009288498838900539,5.118869521447689e-05,0.09802823002603368,0.05721820896741748,0.011043013786387862,0.00689143818252561,0.017887781789631838,0.5,0.09458251093477088,1.5633759498596191
occupation,True,4.0,4,0.09051034018267161,0.05266450114491961,0.153849512890035,0.08287027194378367,0.05351792471908096,0.018357573222671186,0.05266450114491961,0.5,0.14467072627869942,2.402679681777954
age,False,,4,0.06017394137366793,0.0008875465543859984,0.14069470694893355,0.07528617224153275,0.048447087274373364,0.0054133345750377836,0.017887781789631838,0.5,0.13798803966141465,2.402679681777954
marital-status,False,,4,0.04100462100626891,0.004559479765719618,0.13145814608601591,0.07049384214968299,0.05007901294275421,0.0063313178778711884,0.017887781789631838,0.5,0.12829248714708033,2.402679681777954
birthplace,False,,4,0.02471550477545613,0.0021020496733772376,0.12699075085132897,0.0664215630919798,0.03143131187485117,0.005716960354785593,0.017887781789631838,0.5,0.12413227067393617,2.402679681777954
class-worker,False,,4,0.0009288498838900539,5.118869521447689e-05,0.118057011734327,0.06047489936908828,0.016535674204773868,0.005204245110244903,0.017887781789631838,0.5,0.11545488917920456,2.402679681777954
age,True,5.0,5,0.06017394137366793,0.0008875465543859984,0.1585140492172595,0.07833100582976052,0.05524031938904217,0.014863567889014148,0.05266450114491961,0.5,0.15108226527275243,3.3804173469543457
marital-status,False,,5,0.04100462100626891,0.004559479765719618,0.150593859302054,0.07449714175628072,0.05589664055371163,0.015597954531280872,0.05266450114491961,0.5,0.14279488203641355,3.3804173469543457
birthplace,False,,5,0.02471550477545613,0.0021020496733772376,0.14601391869547628,0.07123931851011817,0.047550724636609275,0.015106468512812396,0.05266450114491961,0.5,0.1384606844390701,3.3804173469543457
class-worker,False,,5,0.0009288498838900539,5.118869521447689e-05,0.13928464627730147,0.06648198753180494,0.03478132798885943,0.014696296317179844,0.05266450114491961,0.5,0.13193649811871155,3.3804173469543457
