candidate,selected,selection_rank,marginal_relevance,cmim_score,utility_score,candidate_individual_leakage,subset_leakage,current_subset_leakage,incremental_subset_leakage,fairness_penalty,max_subset_leakage,constraint_feasible,score,ranking_score,runtime_elapsed_seconds
marital-status,False,,0.04100462100626891,0.03911623404943576,0.03911623404943576,0.004559479765719618,0.010844180796563315,0.002735344062730516,0.0081088367338328,1.0,,True,0.03100739731560296,0.03100739731560296,0.9652090072631836
class-worker,False,,0.0009288498838900539,0.0017061426523036231,0.0017061426523036231,5.118869521447689e-05,0.0028459341027457508,0.002735344062730516,0.00011059004001523487,1.0,,True,0.0015955526122883883,0.0015955526122883883,0.9652090072631836
birthplace,False,,0.02471550477545613,0.0069819319699379375,0.0069819319699379375,0.0021020496733772376,0.008252378753450345,0.002735344062730516,0.005517034690719829,1.0,,True,0.0014648972792181084,0.0014648972792181084,0.9652090072631836
occupation,False,,0.09051034018267161,0.035641874459586206,0.035641874459586206,0.05266450114491961,0.055228402298721044,0.002735344062730516,0.05249305823599053,1.0,,True,-0.01685118377640432,-0.01685118377640432,0.9652090072631836
hours-per-week,True,3.0,0.07607893757060051,0.06523556419658391,0.06523556419658391,0.017887781789631838,0.0415515235639146,0.0074304442014155765,0.03412107936249903,1.0,,True,0.031114484834084882,0.031114484834084882,1.4666626453399658
relationship,False,,0.07024497057410069,0.02870860909695696,0.02870860909695696,0.00014266589340278246,0.01540898523158037,0.0074304442014155765,0.007978541030164793,1.0,,True,0.020730068066792166,0.020730068066792166,1.4666626453399658
class-worker,False,,0.0009288498838900539,0.0017061426523036231,0.0017061426523036231,5.118869521447689e-05,0.01124030937339265,0.0074304442014155765,0.003809865171977074,1.0,,True,-0.0021037225196734507,-0.0021037225196734507,1.4666626453399658
marital-status,False,,0.04100462100626891,0.010523891037509066,0.010523891037509066,0.004559479765719618,0.024586381196516946,0.0074304442014155765,0.01715593699510137,1.0,,True,-0.006632045957592304,-0.006632045957592304,1.4666626453399658
birthplace,False,,0.02471550477545613,0.0069819319699379375,0.0069819319699379375,0.0021020496733772376,0.02196140525774579,0.0074304442014155765,0.014530961056330213,1.0,,True,-0.007549029086392276,-0.007549029086392276,1.4666626453399658
occupation,False,,0.09051034018267161,0.035641874459586206,0.035641874459586206,0.05266450114491961,0.0729286555858171,0.0074304442014155765,0.06549821138440153,1.0,,True,-0.02985633692481532,-0.02985633692481532,1.4666626453399658
relationship,True,4.0,0.07024497057410069,0.02870860909695696,0.02870860909695696,0.00014266589340278246,0.07018873623403835,0.0415515235639146,0.028637212670123743,1.0,,True,7.139642683321595e-05,7.139642683321595e-05,2.0189151763916016
class-worker,False,,0.0009288498838900539,0.0017061426523036231,0.0017061426523036231,5.118869521447689e-05,0.05627398770667642,0.0415515235639146,0.01472246414276182,1.0,,True,-0.013016321490458197,-0.013016321490458197,2.0189151763916016
marital-status,False,,0.04100462100626891,0.010523891037509066,0.010523891037509066,0.004559479765719618,0.08438083889195658,0.0415515235639146,0.042829315328041975,1.0,,True,-0.03230542429053291,-0.03230542429053291,2.0189151763916016
birthplace,False,,0.02471550477545613,0.0069819319699379375,0.0069819319699379375,0.0021020496733772376,0.09181650073918557,0.0415515235639146,0.05026497717527097,1.0,,True,-0.04328304520533303,-0.04328304520533303,2.0189151763916016
occupation,False,,0.09051034018267161,0.035641874459586206,0.035641874459586206,0.05266450114491961,0.14044649775382417,0.0415515235639146,0.09889497418990957,1.0,,True,-0.06325309973032336,-0.06325309973032336,2.0189151763916016
class-worker,True,5.0,0.0009288498838900539,0.00019507274629100728,0.00019507274629100728,5.118869521447689e-05,0.09648078193687684,0.07018873623403835,0.026292045702838496,1.0,,True,-0.02609697295654749,-0.02609697295654749,2.528089761734009
marital-status,False,,0.04100462100626891,0.007840786408113332,0.007840786408113332,0.004559479765719618,0.13020834692401,0.07018873623403835,0.060019610689971664,1.0,,True,-0.052178824281858334,-0.052178824281858334,2.528089761734009
birthplace,False,,0.02471550477545613,0.0069819319699379375,0.0069819319699379375,0.0021020496733772376,0.14638369590896716,0.07018873623403835,0.07619495967492881,1.0,,True,-0.06921302770499088,-0.06921302770499088,2.528089761734009
occupation,False,,0.09051034018267161,0.035641874459586206,0.035641874459586206,0.05266450114491961,0.20646020734564846,0.07018873623403835,0.13627147111161012,1.0,,True,-0.10062959665202391,-0.10062959665202391,2.528089761734009
